Index,Word,Length,Language
2594,desires,7,English 
2595,heavily,7,English 
2596,assembled,9,English 
2597,existed,7,English 
2598,depends,7,English 
2599,poems,5,English 
2600,hesitated,9,English 
2601,stuff,5,English 
2602,section,7,English 
2603,settlement,10,English 
2604,staring,7,English 
2605,sole,4,English 
2606,roads,5,English 
2607,plate,5,English 
2608,mexico,6,English 
2609,overcome,8,English 
2610,pains,5,English 
2611,performing,10,English 
2612,dwell,5,English 
2613,grounds,7,English 
2614,taxes,5,English 
2615,marble,6,English 
2616,recently,8,English 
2617,tones,5,English 
2618,ability,7,English 
2619,awake,5,English 
2620,walter,6,English 
2621,wave,4,English 
2622,shaking,7,English 
2623,folk,4,English 
2624,possibility,11,English 
2625,butter,6,English 
2626,fury,4,English 
2627,marched,7,English 
2628,moses,5,English 
2629,writes,6,English 
2630,issued,6,English 
2631,sailed,6,English 
2632,instructions,12,English 
2633,hatred,6,English 
2634,pursuit,7,English 
2635,pull,4,English 
2636,furniture,9,English 
2637,additions,9,English 
2638,rope,4,English 
2639,adventure,9,English 
2640,royalty,7,English 
2641,vanished,8,English 
2642,arts,4,English 
2643,elder,5,English 
2644,signal,6,English 
2645,wanting,7,English 
2646,supplied,8,English 
2647,feast,5,English 
2648,safely,6,English 
2649,burn,4,English 
2650,describe,8,English 
2651,references,10,English 
2652,lesson,6,English 
2653,annual,6,English 
2654,card,4,English 
2655,passes,6,English 
2656,application,11,English 
2657,intelligent,11,English 
2658,county,6,English 
2659,beaten,6,English 
2660,presents,8,English 
2661,format,6,English 
2662,flow,4,English 
2663,sixty,5,English 
2664,scale,5,English 
2665,damage,6,English 
2666,marks,5,English 
2667,obtaining,9,English 
2668,moreover,8,English 
2669,commerce,8,English 
2670,startled,8,English 
2671,southern,8,English 
2672,consequently,12,English 
2673,outer,5,English 
2674,belongs,7,English 
2675,wrought,7,English 
2676,average,7,English 
2677,naked,5,English 
2678,conducted,9,English 
2679,rivers,6,English 
2680,songs,5,English 
2681,obvious,7,English 
2682,foundation,10,English 
2683,concern,7,English 
2684,ceremony,8,English 
2685,magic,5,English 
2686,campaign,8,English 
2687,hunting,7,English 
2688,carolina,8,English 
2689,liberal,7,English 
2690,whisper,7,English 
2691,largely,7,English 
2692,commonly,8,English 
2693,torn,4,English 
2694,exists,6,English 
2695,contributions,13,English 
2696,hunt,4,English 
2697,teacher,7,English 
2698,christianity,12,English 
2699,lawyer,6,English 
2700,operations,10,English 
2701,detail,6,English 
2702,shortly,7,English 
2703,caesar,6,English 
2704,wondering,9,English 
2705,leaders,7,English 
2706,blessing,8,English 
2707,princess,8,English 
2708,altar,5,English 
2709,tenderness,10,English 
2710,tiny,4,English 
2711,cardinal,8,English 
2712,sharply,7,English 
2713,regiment,8,English 
2714,chest,5,English 
2715,distinctly,10,English 
2716,purple,6,English 
2717,creating,8,English 
2718,gather,6,English 
2719,depth,5,English 
2720,indignation,11,English 
2721,performance,11,English 
2722,election,8,English 
2723,prosperity,10,English 
2724,gloomy,6,English 
2725,conception,10,English 
2726,clerk,5,English 
2727,decide,6,English 
2728,drunk,5,English 
2729,victim,6,English 
2730,reflected,9,English 
2731,pour,4,English 
2732,preceding,9,English 
2733,individuals,11,English 
2734,gazing,6,English 
2735,absurd,6,English 
2736,lift,4,English 
2737,gesture,7,English 
2738,armies,6,English 
2739,limbs,5,English 
2740,manage,6,English 
2741,brethren,8,English 
2742,hugh,4,English 
2743,plays,5,English 
2744,hastened,8,English 
2745,dragged,7,English 
2746,motive,6,English 
2747,whatsoever,10,English 
2748,pointing,8,English 
2749,verses,6,English 
2750,pronounced,10,English 
2751,exchange,8,English 
2752,definite,8,English 
2753,emperor,7,English 
2754,tendency,8,English 
2755,remote,6,English 
2756,finish,6,English 
2757,flag,4,English 
2758,boots,5,English 
2759,enabled,7,English 
2760,administration,14,English 
2761,denied,6,English 
2762,churches,8,English 
2763,rarely,6,English 
2764,earnestly,9,English 
2765,considering,11,English 
2766,previously,10,English 
2767,ugly,4,English 
2768,bears,5,English 
2769,signed,6,English 
2770,genuine,7,English 
2771,harmless,8,English 
2772,mingled,7,English 
2773,obedience,9,English 
2774,walks,5,English 
2775,training,8,English 
2776,badly,5,English 
2777,feed,4,English 
2778,central,7,English 
2779,contrast,8,English 
2780,relieved,8,English 
2781,romance,7,English 
2782,mississippi,11,English 
2783,structure,9,English 
2784,payment,7,English 
2785,pace,4,English 
2786,passages,8,English 
2787,succession,10,English 
2788,persuaded,9,English 
2789,sources,7,English 
2790,inquiry,7,English 
2791,inspired,8,English 
2792,angels,6,English 
2793,roll,4,English 
2794,wilt,4,English 
2795,inch,4,English 
2796,troubles,8,English 
2797,perfection,10,English 
2798,wherever,8,English 
2799,handle,6,English 
2800,advantages,10,English 
2801,trip,4,English 
2802,shoot,5,English 
2803,fortunate,9,English 
2804,newspaper,9,English 
2805,employment,10,English 
2806,fitted,6,English 
2807,refuge,6,English 
2808,misfortune,10,English 
2809,providence,10,English 
2810,owns,4,English 
2811,cutting,7,English 
2812,beard,5,English 
2813,stirred,7,English 
2814,tear,4,English 
2815,resist,6,English 
2816,depths,6,English 
2817,maiden,6,English 
2818,determine,9,English 
2819,commission,10,English 
2820,merchant,8,English 
2821,whereas,7,English 
2822,crossing,8,English 
2823,independence,12,English 
2824,lively,6,English 
2825,breeze,6,English 
2826,provinces,9,English 
2827,jean,4,English 
2828,virtues,7,English 
2829,conceived,9,English 
2830,relative,8,English 
2831,solitary,8,English 
2832,smell,5,English 
2833,wandering,9,English 
2834,thereby,7,English 
2835,eighteen,8,English 
2836,locked,6,English 
2837,provision,9,English 
2838,courts,6,English 
2839,eaten,5,English 
2840,historical,10,English 
2841,regarding,9,English 
2842,florence,8,English 
2843,preferred,9,English 
2844,pick,4,English 
2845,ruined,6,English 
2846,wherein,7,English 
2847,vanity,6,English 
2848,condemned,9,English 
2849,deliver,7,English 
2850,unexpected,10,English 
2851,desk,4,English 
2852,gross,5,English 
2853,lane,4,English 
2854,happens,7,English 
2855,represent,9,English 
2856,billy,5,English 
2857,root,4,English 
2858,holland,7,English 
2859,respectable,11,English 
2860,cleared,7,English 
2861,feels,5,English 
2862,fruits,6,English 
2863,testimony,9,English 
2864,milton,6,English 
2865,existing,8,English 
2866,bride,5,English 
2867,rang,4,English 
2868,ranks,5,English 
2869,responsibility,14,English 
2870,beating,7,English 
2871,disappointed,12,English 
2872,suitable,8,English 
2873,depend,6,English 
2874,judges,6,English 
2875,giant,5,English 
2876,grasp,5,English 
2877,arrive,6,English 
2878,simplicity,10,English 
2879,autumn,6,English 
2880,absent,6,English 
2881,legally,7,English 
2882,veil,4,English 
2883,gloom,5,English 
2884,doubtful,8,English 
2885,suspect,7,English 
2886,weapons,7,English 
2887,limits,6,English 
2888,determination,13,English 
2889,feeble,6,English 
2890,prophet,7,English 
2891,shak,4,English 
2892,gathering,9,English 
2893,basis,5,English 
2894,examine,7,English 
2895,corrupt,7,English 
2896,payments,8,English 
2897,returns,7,English 
2898,laying,6,English 
2899,prize,5,English 
2900,instances,9,English 
2901,greeks,6,English 
2902,theyre,6,English 
2903,theatre,7,English 
2904,purchase,8,English 
2905,comparison,10,English 
2906,composition,11,English 
2907,rival,5,English 
2908,someone,7,English 
2909,realize,7,English 
2910,defeat,6,English 
2911,demands,7,English 
2912,shared,6,English 
2913,consists,8,English 
2914,studies,7,English 
2915,balance,7,English 
2916,intercourse,11,English 
2917,forming,7,English 
2918,slender,7,English 
2919,coach,5,English 
2920,criminal,8,English 
2921,knocked,7,English 
2922,silly,5,English 
2923,humour,6,English 
2924,masses,6,English 
2925,indifferent,11,English 
2926,recall,6,English 
2927,occupation,10,English 
2928,discourse,9,English 
2929,keeps,5,English 
2930,regions,7,English 
2931,intervals,9,English 
2932,assist,6,English 
2933,novel,5,English 
2934,intellect,9,English 
2935,leads,5,English 
2936,hither,6,English 
2937,tales,5,English 
2938,sale,4,English 
2939,revenge,7,English 
2940,lucy,4,English 
2941,yonder,6,English 
2942,resources,9,English 
2943,jealous,7,English 
2944,wheel,5,English 
2945,invitation,10,English 
2946,narrative,9,English 
2947,risen,5,English 
2948,burnt,5,English 
2949,sentiments,10,English 
2950,inferior,8,English 
2951,amusement,9,English 
2952,marie,5,English 
2953,flash,5,English 
2954,recognize,9,English 
2955,swiftly,7,English 
2956,portrait,8,English 
2957,create,6,English 
2958,summoned,8,English 
2959,suggest,7,English 
2960,induced,7,English 
2961,conflict,8,English 
2962,curse,5,English 
2963,disappointment,14,English 
2964,helpless,8,English 
2965,preparing,9,English 
2966,construction,12,English 
2967,lincoln,7,English 
2968,zeal,4,English 
2969,responsible,11,English 
2970,indicated,9,English 
2971,groups,6,English 
2972,positive,8,English 
2973,germans,7,English 
2974,attracted,9,English 
2975,vengeance,9,English 
2976,fort,4,English 
2977,club,4,English 
2978,cure,4,English 
2979,stout,5,English 
2980,missed,6,English 
2981,gracious,8,English 
2982,include,7,English 
2983,flood,5,English 
2984,satisfy,7,English 
2985,agony,5,English 
2986,respects,8,English 
2987,ventured,8,English 
2988,implied,7,English 
2989,maria,5,English 
2990,stupid,6,English 
2991,seas,4,English 
2992,spaniards,9,English 
2993,grain,5,English 
2994,enjoyment,9,English 
2995,wearing,7,English 
2996,indifference,12,English 
2997,conceal,7,English 
2998,horizon,7,English 
2999,pleasures,9,English 
3000,therein,7,English 
3001,precisely,9,English 
3002,canada,6,English 
3003,assume,6,English 
3004,registered,10,English 
3005,estimate,8,English 
3006,steep,5,English 
3007,route,5,English 
3008,gardens,7,English 
3009,visitor,7,English 
3010,closer,6,English 
3011,harmony,7,English 
3012,thunder,7,English 
3013,wire,4,English 
3014,graceful,8,English 
3015,crept,5,English 
3016,greece,6,English 
3017,childhood,9,English 
3018,knee,4,English 
3019,saddle,6,English 
3020,supplies,8,English 
3021,weeping,7,English 
3022,mostly,6,English 
3023,paragraphs,10,English 
3024,unconscious,11,English 
3025,mutual,6,English 
3026,scorn,5,English 
3027,grows,5,English 
3028,external,8,English 
3029,agents,6,English 
3030,software,8,English 
3031,institutions,12,English 
3032,losing,6,English 
3033,universe,8,English 
3034,clock,5,English 
3035,attempts,8,English 
3036,instruction,11,English 
3037,injury,6,English 
3038,roots,5,English 
3039,receipt,7,English 
3040,jumped,6,English 
3041,dearest,7,English 
3042,sore,4,English 
3043,earliest,8,English 
3044,finest,6,English 
3045,enable,6,English 
3046,discipline,10,English 
3047,motives,7,English 
3048,fastened,8,English 
3049,introduction,12,English 
3050,converted,9,English 
3051,wilderness,10,English 
3052,confused,8,English 
3053,fancied,7,English 
3054,offices,7,English 
3055,slip,4,English 
3056,revolution,10,English 
3057,wedding,7,English 
3058,farmer,6,English 
3059,silently,8,English 
3060,fires,5,English 
3061,wept,4,English 
3062,behalf,6,English 
3063,reckon,6,English 
3064,responded,9,English 
3065,uncertain,9,English 
3066,neglected,9,English 
3067,stroke,6,English 
3068,exquisite,9,English 
3069,engagement,10,English 
3070,dirty,5,English 
3071,rolling,7,English 
3072,platform,8,English 
3073,messenger,9,English 
3074,privilege,9,English 
3075,admirable,9,English 
3076,offers,6,English 
3077,mischief,8,English 
3078,physician,9,English 
3079,imposed,7,English 
3080,organized,9,English 
3081,covering,8,English 
3082,student,7,English 
3083,daring,6,English 
3084,cave,4,English 
3085,wars,4,English 
3086,convey,6,English 
3087,sincere,7,English 
3088,tradition,9,English 
3089,gravely,7,English 
3090,combined,8,English 
3091,gallant,7,English 
3092,sensation,9,English 
3093,travelling,10,English 
3094,charges,7,English 
3095,submit,6,English 
3096,tragedy,7,English 
3097,specific,8,English 
3098,commander,9,English 
3099,stiff,5,English 
3100,accompany,9,English 
3101,score,5,English 
3102,virgin,6,English 
3103,farewell,8,English 
3104,paradise,8,English 
3105,villages,8,English 
3106,hunger,6,English 
3107,trembled,8,English 
3108,favorite,8,English 
3109,criticism,9,English 
3110,proprietary,11,English 
3111,customs,7,English 
3112,cotton,6,English 
3113,ruth,4,English 
3114,hospital,8,English 
3115,restrictions,12,English 
3116,outward,7,English 
3117,impressed,9,English 
3118,blows,5,English 
3119,plains,6,English 
3120,flashed,7,English 
3121,rent,4,English 
3122,prey,4,English 
3123,owed,4,English 
3124,longing,7,English 
3125,musical,7,English 
3126,satisfactory,12,English 
3127,ridiculous,10,English 
3128,sheet,5,English 
3129,disgrace,8,English 
3130,colored,7,English 
3131,shouldnt,8,English 
3132,originally,10,English 
3133,samuel,6,English 
3134,wages,5,English 
3135,papa,4,English 
3136,inevitable,10,English 
3137,extensive,9,English 
3138,leisure,7,English 
3139,deadly,6,English 
3140,chin,4,English 
3141,claimed,7,English 
3142,glow,4,English 
3143,emotions,8,English 
3144,adam,4,English 
3145,jealousy,8,English 
3146,leaf,4,English 
3147,publication,11,English 
3148,englishman,10,English 
3149,allah,5,English 
3150,jones,5,English 
3151,hostile,7,English 
3152,wandered,8,English 
3153,railway,7,English 
3154,translation,11,English 
3155,procession,10,English 
3156,betrayed,8,English 
3157,pound,5,English 
3158,admired,7,English 
3159,elected,7,English 
3160,pierre,6,English 
3161,sunk,4,English 
3162,ruins,5,English 
3163,eastern,7,English 
3164,roses,5,English 
3165,citizen,7,English 
3166,reminded,8,English 
3167,deceived,8,English 
3168,tables,6,English 
3169,beach,5,English 
3170,starting,8,English 
3171,funeral,7,English 
3172,arrested,8,English 
3173,flour,5,English 
3174,feature,7,English 
3175,correspondence,14,English 
3176,consisted,9,English 
3177,counted,7,English 
3178,reserve,7,English 
3179,proceedings,11,English 
3180,roar,4,English 
3181,romantic,8,English 
3182,twentyfive,10,English 
3183,strangely,9,English 
3184,absorbed,8,English 
3185,propose,7,English 
3186,seats,5,English 
3187,bark,4,English 
3188,reception,9,English 
3189,pleasing,8,English 
3190,attained,8,English 
3191,wake,4,English 
3192,research,8,English 
3193,prayed,6,English 
3194,monarch,7,English 
3195,clothing,8,English 
3196,dollar,6,English 
3197,illness,7,English 
3198,calmly,6,English 
3199,obeyed,6,English 
3200,heartily,8,English 
3201,pressing,8,English 
3202,daylight,8,English 
3203,warriors,8,English 
3204,jest,4,English 
3205,abruptly,8,English 
3206,washed,6,English 
3207,comment,7,English 
3208,metal,5,English 
3209,preparations,12,English 
3210,nerves,6,English 
3211,solution,8,English 
3212,pretended,9,English 
3213,sixteen,7,English 
3214,assembly,8,English 
3215,tobacco,7,English 
3216,entity,6,English 
3217,dwelling,8,English 
3218,depart,6,English 
3219,swung,5,English 
3220,bitterly,8,English 
3221,alteration,10,English 
3222,colony,6,English 
3223,disclaimers,11,English 
3224,wing,4,English 
3225,peaceful,8,English 
3226,lion,4,English 
3227,opportunities,13,English 
3228,alarmed,7,English 
3229,furnish,7,English 
3230,resting,7,English 
3231,accused,7,English 
3232,culture,7,English 
3233,writings,8,English 
3234,dwelt,5,English 
3235,conquered,9,English 
3236,trick,5,English 
3237,trusted,7,English 
3238,column,6,English 
3239,financial,9,English 
3240,cunning,7,English 
3241,preparation,11,English 
3242,drama,5,English 
3243,joke,4,English 
3244,entertained,11,English 
3245,mist,4,English 
3246,hypertext,9,English 
3247,shell,5,English 
3248,medicine,8,English 
3249,proofread,9,English 
3250,nest,4,English 
3251,reverence,9,English 
3252,situated,8,English 
3253,yielded,7,English 
3254,conceive,8,English 
3255,appointment,11,English 
3256,lessons,7,English 
3257,fetch,5,English 
3258,tomb,4,English 
3259,candle,6,English 
3260,offence,7,English 
3261,coarse,6,English 
3262,heap,4,English 
3263,mixture,7,English 
3264,homes,5,English 
3265,model,5,English 
3266,mens,4,English 
3267,defect,6,English 
3268,destined,8,English 
3269,occasional,10,English 
3270,fourteen,8,English 
3271,hint,4,English 
3272,knights,7,English 
3273,solicit,7,English 
3274,dreamed,7,English 
3275,objection,9,English 
3276,craft,5,English 
3277,acid,4,English 
3278,namely,6,English 
3279,asia,4,English 
3280,neglect,7,English 
3281,data,4,English 
3282,weapon,6,English 
3283,confessed,9,English 
3284,arrangements,12,English 
3285,repose,6,English 
3286,complying,9,English 
3287,copied,6,English 
3288,pink,4,English 
3289,user,4,English 
3290,heels,5,English 
3291,grandfather,11,English 
3292,income,6,English 
3293,regards,7,English 
3294,streams,7,English 
3295,vigorous,8,English 
3296,accepting,9,English 
3297,bishop,6,English 
3298,lightning,9,English 
3299,authors,7,English 
3300,flames,6,English 
3301,observations,12,English 
3302,compressed,10,English 
3303,sport,5,English 
3304,powder,6,English 
3305,beds,4,English 
3306,orange,6,English 
3307,painting,8,English 
3308,shout,5,English 
3309,austria,7,English 
3310,bath,4,English 
3311,careless,8,English 
3312,chap,4,English 
3313,derivative,10,English 
3314,roused,6,English 
3315,primitive,9,English 
3316,doorway,7,English 
3317,climbed,7,English 
3318,volumes,7,English 
3319,vulgar,6,English 
3320,arguments,9,English 
3321,sunset,6,English 
3322,convenient,10,English 
3323,mail,4,English 
3324,recalled,8,English 
3325,wrapped,7,English 
3326,abode,5,English 
3327,planted,7,English 
3328,paint,5,English 
3329,surrender,9,English 
3330,establish,9,English 
3331,mild,4,English 
3332,promptly,8,English 
3333,appearing,9,English 
3334,department,10,English 
3335,parish,6,English 
3336,stephen,7,English 
3337,handkerchief,12,English 
3338,basket,6,English 
3339,easier,6,English 
3340,deserve,7,English 
3341,quit,4,English 
3342,assurance,9,English 
3343,mirror,6,English 
3344,plot,4,English 
3345,upward,6,English 
3346,sadly,5,English 
3347,secretary,9,English 
3348,adding,6,English 
3349,modest,6,English 
3350,dish,4,English 
3351,cares,5,English 
3352,straw,5,English 
3353,advised,7,English 
3354,heavenly,8,English 
3355,largest,7,English 
3356,proceeding,10,English 
3357,impatient,9,English 
3358,wounds,6,English 
3359,warmth,6,English 
3360,certainty,9,English 
3361,restless,8,English 
3362,meantime,8,English 
3363,rays,4,English 
3364,salvation,9,English 
3365,lovers,6,English 
3366,experiment,10,English 
3367,shores,6,English 
3368,today,5,English 
3369,tremendous,10,English 
3370,afforded,8,English 
3371,moonlight,9,English 
3372,intend,6,English 
3373,california,10,English 
3374,cultivated,10,English 
3375,flushed,7,English 
3376,shakespeare,11,English 
3377,newspapers,10,English 
3378,rocky,5,English 
3379,pious,5,English 
3380,wont,4,English 
3381,steam,5,English 
3382,improvement,11,English 
3383,garments,8,English 
3384,treasury,8,English 
3385,merchants,9,English 
3386,perpetual,9,English 
3387,trained,7,English 
3388,products,8,English 
3389,affectionate,12,English 
3390,dispute,7,English 
3391,visitors,8,English 
3392,poison,6,English 
3393,proposition,11,English 
3394,maybe,5,English 
3395,rifle,5,English 
3396,warned,6,English 
3397,parting,7,English 
3398,shield,6,English 
3399,erected,7,English 
3400,employ,6,English 
3401,prevailed,9,English 
3402,talent,6,English 
3403,rises,5,English 
3404,climate,7,English 
3405,chairs,6,English 
3406,searched,8,English 
3407,unlike,6,English 
3408,recover,7,English 
3409,mate,4,English 
3410,arrange,7,English 
3411,fortunes,8,English 
3412,puzzled,7,English 
3413,committee,9,English 
3414,aged,4,English 
3415,ohio,4,English 
3416,ashes,5,English 
3417,ghost,5,English 
3418,promises,8,English 
3419,bushes,6,English 
3420,effective,9,English 
3421,distinguish,11,English 
3422,manifest,8,English 
3423,comparatively,13,English 
3424,esteem,6,English 
3425,blew,4,English 
3426,revelation,10,English 
3427,wash,4,English 
3428,recognition,11,English 
3429,confession,10,English 
3430,clay,4,English 
3431,nonsense,8,English 
3432,trunk,5,English 
3433,management,10,English 
3434,undoubtedly,11,English 
3435,dried,5,English 
3436,dorothy,7,English 
3437,chiefs,6,English 
3438,coal,4,English 
3439,stolen,6,English 
3440,earthly,7,English 
3441,restore,7,English 
3442,indirectly,10,English 
3443,lasted,6,English 
3444,selfish,7,English 
3445,renewed,7,English 
3446,canoe,5,English 
3447,protest,7,English 
3448,vice,4,English 
3449,races,5,English 
3450,deemed,6,English 
3451,temporary,9,English 
3452,pile,4,English 
3453,frederick,9,English 
3454,chapel,6,English 
3455,moderate,8,English 
3456,spell,5,English 
3457,massachusetts,13,English 
3458,upright,7,English 
3459,quoted,6,English 
3460,area,4,English 
3461,bone,4,English 
3462,solitude,8,English 
3463,instruments,11,English 
3464,formal,6,English 
3465,students,8,English 
3466,greatness,9,English 
3467,struggling,10,English 
3468,monday,6,English 
3469,reproach,8,English 
3470,altered,7,English 
3471,grim,4,English 
3472,leaped,6,English 
3473,venice,6,English 
3474,federal,7,English 
3475,questioned,10,English 
3476,editor,6,English 
3477,desirable,9,English 
3478,acknowledge,11,English 
3479,motionless,10,English 
3480,remedy,6,English 
3481,bestowed,8,English 
3482,pursue,6,English 
3483,representative,14,English 
3484,pole,4,English 
3485,gladly,6,English 
3486,linen,5,English 
3487,vital,5,English 
3488,sink,4,English 
3489,pacific,7,English 
3490,hopeless,8,English 
3491,dangers,7,English 
3492,gratefully,10,English 
3493,president,9,English 
3494,travelled,9,English 
3495,ward,4,English 
3496,nephew,6,English 
3497,cheer,5,English 
3498,bloody,6,English 
3499,siege,5,English 
3500,commands,8,English 
3501,justified,9,English 
9455,para,4,spanish
9456,como,4,spanish
9457,pero,4,spanish
9458,sobre,5,spanish
9459,este,4,spanish
9460,entre,5,spanish
9461,cuando,6,spanish
9462,todo,4,spanish
9463,esta,4,spanish
9464,tambien,7,spanish
9465,habia,5,spanish
9466,anos,4,spanish
9467,hasta,5,spanish
9468,desde,5,spanish
9469,porque,6,spanish
9470,solo,4,spanish
9471,puede,5,spanish
9472,todos,5,spanish
9473,parte,5,spanish
9474,tiene,5,spanish
9475,donde,5,spanish
9476,bien,4,spanish
9477,tiempo,6,spanish
9478,mismo,5,spanish
9479,ahora,5,spanish
9480,cada,4,spanish
9481,vida,4,spanish
9482,otro,4,spanish
9483,despues,7,spanish
9484,otros,5,spanish
9485,aunque,6,spanish
9486,hace,4,spanish
9487,otra,4,spanish
9488,gobierno,8,spanish
9489,durante,7,spanish
9490,siempre,7,spanish
9491,tanto,5,spanish
9492,ella,4,spanish
9493,tres,4,spanish
9494,dijo,4,spanish
9495,sido,4,spanish
9496,gran,4,spanish
9497,pais,4,spanish
9498,segun,5,spanish
9499,menos,5,spanish
9500,mundo,5,spanish
9501,antes,5,spanish
9502,estado,6,spanish
9503,contra,6,spanish
9504,sino,4,spanish
9505,forma,5,spanish
9506,caso,4,spanish
9507,nada,4,spanish
9508,hacer,5,spanish
9509,general,7,spanish
9510,estaba,6,spanish
9511,poco,4,spanish
9512,estos,5,spanish
9513,presidente,10,spanish
9514,mayor,5,spanish
9515,ante,4,spanish
9516,unos,4,spanish
9517,algo,4,spanish
9518,hacia,5,spanish
9519,casa,4,spanish
9520,ellos,5,spanish
9521,ayer,4,spanish
9522,hecho,5,spanish
9523,primera,7,spanish
9524,mucho,5,spanish
9525,mientras,8,spanish
9526,ademas,6,spanish
9527,quien,5,spanish
9528,momento,7,spanish
9529,millones,8,spanish
9530,esto,4,spanish
9531,espana,6,spanish
9532,hombre,6,spanish
9533,estan,5,spanish
9534,pues,4,spanish
9535,lugar,5,spanish
9536,madrid,6,spanish
9537,nacional,8,spanish
9538,trabajo,7,spanish
9539,otras,5,spanish
9540,mejor,5,spanish
9541,nuevo,5,spanish
9542,decir,5,spanish
9543,algunos,7,spanish
9544,entonces,8,spanish
9545,todas,5,spanish
9546,dias,4,spanish
9547,debe,4,spanish
9548,politica,8,spanish
9549,casi,4,spanish
9550,toda,4,spanish
9551,luego,5,spanish
9552,pasado,6,spanish
9553,primer,6,spanish
9554,medio,5,spanish
9555,estas,5,spanish
9556,tenia,5,spanish
9557,nunca,5,spanish
9558,poder,5,spanish
9559,aqui,4,spanish
9560,veces,5,spanish
9561,embargo,7,spanish
9562,partido,7,spanish
9563,personas,8,spanish
9564,grupo,5,spanish
9565,cuenta,6,spanish
9566,pueden,6,spanish
9567,tienen,6,spanish
9568,misma,5,spanish
9569,nueva,5,spanish
9570,cual,4,spanish
9571,fueron,6,spanish
9572,mujer,5,spanish
9573,frente,6,spanish
9574,jose,4,spanish
9575,tras,4,spanish
9576,cosas,5,spanish
9577,ciudad,6,spanish
9578,social,6,spanish
9579,manera,6,spanish
9580,tener,5,spanish
9581,sistema,7,spanish
9582,sera,4,spanish
9583,historia,8,spanish
9584,muchos,6,spanish
9585,juan,4,spanish
9586,tipo,4,spanish
9587,cuatro,6,spanish
9588,dentro,6,spanish
9589,nuestro,7,spanish
9590,punto,5,spanish
9591,dice,4,spanish
9592,ello,4,spanish
9593,cualquier,9,spanish
9594,noche,5,spanish
9595,agua,4,spanish
9596,parece,6,spanish
9597,haber,5,spanish
9598,situacion,9,spanish
9599,fuera,5,spanish
9600,bajo,4,spanish
9601,grandes,7,spanish
9602,nuestra,7,spanish
9603,ejemplo,7,spanish
9604,acuerdo,7,spanish
9605,habian,6,spanish
9606,usted,5,spanish
9607,estados,7,spanish
9608,hizo,4,spanish
9609,nadie,5,spanish
9610,paises,6,spanish
9611,horas,5,spanish
9612,posible,7,spanish
9613,tarde,5,spanish
9614,importante,10,spanish
9615,guerra,6,spanish
9616,desarrollo,10,spanish
9617,proceso,7,spanish
9618,realidad,8,spanish
9619,sentido,7,spanish
9620,lado,4,spanish
9621,cambio,6,spanish
9622,alli,4,spanish
9623,mano,4,spanish
9624,eran,4,spanish
9625,estar,5,spanish
9626,numero,6,spanish
9627,sociedad,8,spanish
9628,unas,4,spanish
9629,centro,6,spanish
9630,padre,5,spanish
9631,gente,5,spanish
9632,final,5,spanish
9633,relacion,8,spanish
9634,cuerpo,6,spanish
9635,obra,4,spanish
9636,incluso,7,spanish
9637,traves,6,spanish
9638,ultimo,6,spanish
9639,madre,5,spanish
9640,modo,4,spanish
9641,problemas,9,spanish
9642,cinco,5,spanish
9643,carlos,6,spanish
9644,hombres,7,spanish
9645,informacion,11,spanish
9646,ojos,4,spanish
9647,muerte,6,spanish
9648,nombre,6,spanish
9649,algunas,7,spanish
9650,publico,7,spanish
9651,mujeres,7,spanish
9652,siglo,5,spanish
9653,todavia,7,spanish
9654,meses,5,spanish
9655,manana,6,spanish
9656,esos,4,spanish
9657,nosotros,8,spanish
9658,hora,4,spanish
9659,muchas,6,spanish
9660,pueblo,6,spanish
9661,alguna,6,spanish
9662,problema,8,spanish
9663,derecho,7,spanish
9664,verdad,6,spanish
9665,maria,5,spanish
9666,unidos,6,spanish
9667,podria,6,spanish
9668,seria,5,spanish
9669,junto,5,spanish
9670,cabeza,6,spanish
9671,aquel,5,spanish
9672,luis,4,spanish
9673,cuanto,6,spanish
9674,tierra,6,spanish
9675,equipo,6,spanish
9676,segundo,7,spanish
9677,director,8,spanish
9678,dicho,5,spanish
9679,cierto,6,spanish
9680,casos,5,spanish
9681,manos,5,spanish
9682,nivel,5,spanish
9683,podia,5,spanish
9684,familia,7,spanish
9685,largo,5,spanish
9686,partir,6,spanish
9687,falta,5,spanish
9688,llegar,6,spanish
9689,propio,6,spanish
9690,ministro,8,spanish
9691,cosa,4,spanish
9692,primero,7,spanish
9693,seguridad,9,spanish
9694,hemos,5,spanish
9695,trata,5,spanish
9696,algun,5,spanish
9697,tuvo,4,spanish
9698,respecto,8,spanish
9699,semana,6,spanish
9700,varios,6,spanish
9701,real,4,spanish
9702,paso,4,spanish
9703,senor,5,spanish
9704,quienes,7,spanish
9705,proyecto,8,spanish
9706,mercado,7,spanish
9707,mayoria,7,spanish
9708,claro,5,spanish
9709,pesetas,7,spanish
9710,orden,5,spanish
9711,espanol,7,spanish
9712,buena,5,spanish
9713,quiere,6,spanish
9714,aquella,7,spanish
9715,programa,8,spanish
9716,palabras,8,spanish
9717,internacional,13,spanish
9718,esas,4,spanish
9719,segunda,7,spanish
9720,empresa,7,spanish
9721,puesto,6,spanish
9722,propia,6,spanish
9723,libro,5,spanish
9724,igual,5,spanish
9725,politico,8,spanish
9726,persona,7,spanish
9727,ultimos,7,spanish
9728,ellas,5,spanish
9729,total,5,spanish
