Index,Word,Length,Language
9378,clash,5,English 
9379,terence,7,English 
9380,lamentable,10,English 
9381,bennett,7,English 
9382,farthing,8,English 
9383,speck,5,English 
9384,biscuit,7,English 
9385,appellation,11,English 
9386,reserves,8,English 
9387,uncouth,7,English 
9388,birch,5,English 
9389,armchair,8,English 
9390,judy,4,English 
9391,greasy,6,English 
9392,leaden,6,English 
9393,dough,5,English 
9394,lining,6,English 
9395,cleverness,10,English 
9396,ascetic,7,English 
9397,clutch,6,English 
9398,krishna,7,English 
9399,embark,6,English 
9400,quotations,10,English 
9401,friendliness,12,English 
9402,liberally,9,English 
9403,trance,6,English 
9404,untrue,6,English 
9405,rejection,9,English 
9406,grating,7,English 
9407,hanover,7,English 
9408,inexperienced,13,English 
9409,wintry,6,English 
9410,stalwart,8,English 
9411,meats,5,English 
9412,stamping,8,English 
9413,variance,8,English 
9414,apiece,6,English 
9415,firmament,9,English 
9416,absorption,10,English 
9417,apprehensive,12,English 
9418,terminate,9,English 
9419,wilful,6,English 
9420,conveniently,12,English 
9421,cleanliness,11,English 
9422,collective,10,English 
9423,angela,6,English 
9424,filth,5,English 
9425,philippines,11,English 
9426,timely,6,English 
9427,herein,6,English 
9428,ignoble,7,English 
9429,canton,6,English 
9430,lamentations,12,English 
9431,moslem,6,English 
9432,ware,4,English 
9433,adjective,9,English 
9434,glen,4,English 
9435,invade,6,English 
9436,livid,5,English 
9437,buggy,5,English 
9438,prolong,7,English 
9439,weaken,6,English 
9440,folio,5,English 
9441,dismissal,9,English 
9442,quay,4,English 
9443,enchanting,10,English 
9444,heave,5,English 
9445,purified,8,English 
9446,syrian,6,English 
9447,significantly,13,English 
9448,experimental,12,English 
9449,film,4,English 
9450,repressed,9,English 
9451,cooperation,11,English 
9452,sequel,6,English 
9453,wench,5,English 
9454,calves,6,English 
9455,para,4,spanish
9456,como,4,spanish
9457,pero,4,spanish
9458,sobre,5,spanish
9459,este,4,spanish
9460,entre,5,spanish
9461,cuando,6,spanish
9462,todo,4,spanish
9463,esta,4,spanish
9464,tambien,7,spanish
9465,habia,5,spanish
9466,anos,4,spanish
9467,hasta,5,spanish
9468,desde,5,spanish
9469,porque,6,spanish
9470,solo,4,spanish
9471,puede,5,spanish
9472,todos,5,spanish
9473,parte,5,spanish
9474,tiene,5,spanish
9475,donde,5,spanish
9476,bien,4,spanish
9477,tiempo,6,spanish
9478,mismo,5,spanish
9479,ahora,5,spanish
9480,cada,4,spanish
9481,vida,4,spanish
9482,otro,4,spanish
9483,despues,7,spanish
9484,otros,5,spanish
9485,aunque,6,spanish
9486,hace,4,spanish
9487,otra,4,spanish
9488,gobierno,8,spanish
9489,durante,7,spanish
9490,siempre,7,spanish
9491,tanto,5,spanish
9492,ella,4,spanish
9493,tres,4,spanish
9494,dijo,4,spanish
9495,sido,4,spanish
9496,gran,4,spanish
9497,pais,4,spanish
9498,segun,5,spanish
9499,menos,5,spanish
9500,mundo,5,spanish
9501,antes,5,spanish
9502,estado,6,spanish
9503,contra,6,spanish
9504,sino,4,spanish
9505,forma,5,spanish
9506,caso,4,spanish
9507,nada,4,spanish
9508,hacer,5,spanish
9509,general,7,spanish
9510,estaba,6,spanish
9511,poco,4,spanish
9512,estos,5,spanish
9513,presidente,10,spanish
9514,mayor,5,spanish
9515,ante,4,spanish
9516,unos,4,spanish
9517,algo,4,spanish
9518,hacia,5,spanish
9519,casa,4,spanish
9520,ellos,5,spanish
9521,ayer,4,spanish
9522,hecho,5,spanish
9523,primera,7,spanish
9524,mucho,5,spanish
9525,mientras,8,spanish
9526,ademas,6,spanish
9527,quien,5,spanish
9528,momento,7,spanish
9529,millones,8,spanish
9530,esto,4,spanish
9531,espana,6,spanish
9532,hombre,6,spanish
9533,estan,5,spanish
9534,pues,4,spanish
9535,lugar,5,spanish
9536,madrid,6,spanish
9537,nacional,8,spanish
9538,trabajo,7,spanish
9539,otras,5,spanish
9540,mejor,5,spanish
9541,nuevo,5,spanish
9542,decir,5,spanish
9543,algunos,7,spanish
9544,entonces,8,spanish
9545,todas,5,spanish
9546,dias,4,spanish
9547,debe,4,spanish
9548,politica,8,spanish
9549,casi,4,spanish
9550,toda,4,spanish
9551,luego,5,spanish
9552,pasado,6,spanish
9553,primer,6,spanish
9554,medio,5,spanish
9555,estas,5,spanish
9556,tenia,5,spanish
9557,nunca,5,spanish
9558,poder,5,spanish
9559,aqui,4,spanish
9560,veces,5,spanish
9561,embargo,7,spanish
9562,partido,7,spanish
9563,personas,8,spanish
9564,grupo,5,spanish
9565,cuenta,6,spanish
9566,pueden,6,spanish
9567,tienen,6,spanish
9568,misma,5,spanish
9569,nueva,5,spanish
9570,cual,4,spanish
9571,fueron,6,spanish
9572,mujer,5,spanish
9573,frente,6,spanish
9574,jose,4,spanish
9575,tras,4,spanish
9576,cosas,5,spanish
9577,ciudad,6,spanish
9578,social,6,spanish
9579,manera,6,spanish
9580,tener,5,spanish
9581,sistema,7,spanish
9582,sera,4,spanish
9583,historia,8,spanish
9584,muchos,6,spanish
9585,juan,4,spanish
9586,tipo,4,spanish
9587,cuatro,6,spanish
9588,dentro,6,spanish
9589,nuestro,7,spanish
9590,punto,5,spanish
9591,dice,4,spanish
9592,ello,4,spanish
9593,cualquier,9,spanish
9594,noche,5,spanish
9595,agua,4,spanish
9596,parece,6,spanish
9597,haber,5,spanish
9598,situacion,9,spanish
9599,fuera,5,spanish
9600,bajo,4,spanish
9601,grandes,7,spanish
9602,nuestra,7,spanish
9603,ejemplo,7,spanish
9604,acuerdo,7,spanish
9605,habian,6,spanish
9606,usted,5,spanish
9607,estados,7,spanish
9608,hizo,4,spanish
9609,nadie,5,spanish
9610,paises,6,spanish
9611,horas,5,spanish
9612,posible,7,spanish
9613,tarde,5,spanish
9614,importante,10,spanish
9615,guerra,6,spanish
9616,desarrollo,10,spanish
9617,proceso,7,spanish
9618,realidad,8,spanish
9619,sentido,7,spanish
9620,lado,4,spanish
9621,cambio,6,spanish
9622,alli,4,spanish
9623,mano,4,spanish
9624,eran,4,spanish
9625,estar,5,spanish
9626,numero,6,spanish
9627,sociedad,8,spanish
9628,unas,4,spanish
9629,centro,6,spanish
9630,padre,5,spanish
9631,gente,5,spanish
9632,final,5,spanish
9633,relacion,8,spanish
9634,cuerpo,6,spanish
9635,obra,4,spanish
9636,incluso,7,spanish
9637,traves,6,spanish
9638,ultimo,6,spanish
9639,madre,5,spanish
9640,modo,4,spanish
9641,problemas,9,spanish
9642,cinco,5,spanish
9643,carlos,6,spanish
9644,hombres,7,spanish
9645,informacion,11,spanish
9646,ojos,4,spanish
9647,muerte,6,spanish
9648,nombre,6,spanish
9649,algunas,7,spanish
9650,publico,7,spanish
9651,mujeres,7,spanish
9652,siglo,5,spanish
9653,todavia,7,spanish
9654,meses,5,spanish
9655,manana,6,spanish
9656,esos,4,spanish
9657,nosotros,8,spanish
9658,hora,4,spanish
9659,muchas,6,spanish
9660,pueblo,6,spanish
9661,alguna,6,spanish
9662,problema,8,spanish
9663,derecho,7,spanish
9664,verdad,6,spanish
9665,maria,5,spanish
9666,unidos,6,spanish
9667,podria,6,spanish
9668,seria,5,spanish
9669,junto,5,spanish
9670,cabeza,6,spanish
9671,aquel,5,spanish
9672,luis,4,spanish
9673,cuanto,6,spanish
9674,tierra,6,spanish
9675,equipo,6,spanish
9676,segundo,7,spanish
9677,director,8,spanish
9678,dicho,5,spanish
9679,cierto,6,spanish
9680,casos,5,spanish
9681,manos,5,spanish
9682,nivel,5,spanish
9683,podia,5,spanish
9684,familia,7,spanish
9685,largo,5,spanish
9686,partir,6,spanish
9687,falta,5,spanish
9688,llegar,6,spanish
9689,propio,6,spanish
9690,ministro,8,spanish
9691,cosa,4,spanish
9692,primero,7,spanish
9693,seguridad,9,spanish
9694,hemos,5,spanish
9695,trata,5,spanish
9696,algun,5,spanish
9697,tuvo,4,spanish
9698,respecto,8,spanish
9699,semana,6,spanish
9700,varios,6,spanish
9701,real,4,spanish
9702,paso,4,spanish
9703,senor,5,spanish
9704,quienes,7,spanish
9705,proyecto,8,spanish
9706,mercado,7,spanish
9707,mayoria,7,spanish
9708,claro,5,spanish
9709,pesetas,7,spanish
9710,orden,5,spanish
9711,espanol,7,spanish
9712,buena,5,spanish
9713,quiere,6,spanish
9714,aquella,7,spanish
9715,programa,8,spanish
9716,palabras,8,spanish
9717,internacional,13,spanish
9718,esas,4,spanish
9719,segunda,7,spanish
9720,empresa,7,spanish
9721,puesto,6,spanish
9722,propia,6,spanish
9723,libro,5,spanish
9724,igual,5,spanish
9725,politico,8,spanish
9726,persona,7,spanish
9727,ultimos,7,spanish
9728,ellas,5,spanish
9729,total,5,spanish
9730,creo,4,spanish
9731,tengo,5,spanish
9732,dios,4,spanish
9733,espanola,8,spanish
9734,condiciones,11,spanish
9735,mexico,6,spanish
9736,fuerza,6,spanish
9737,unico,5,spanish
9738,accion,6,spanish
9739,amor,4,spanish
9740,policia,7,spanish
9741,puerta,6,spanish
9742,pesar,5,spanish
9743,zona,4,spanish
9744,sabe,4,spanish
9745,calle,5,spanish
9746,interior,8,spanish
9747,tampoco,7,spanish
9748,musica,6,spanish
9749,ningun,6,spanish
9750,vista,5,spanish
9751,campo,5,spanish
9752,buen,4,spanish
9753,hubiera,7,spanish
9754,saber,5,spanish
9755,obras,5,spanish
9756,razon,5,spanish
9757,ninos,5,spanish
9758,presencia,9,spanish
9759,tema,4,spanish
9760,dinero,6,spanish
9761,comision,8,spanish
9762,antonio,7,spanish
9763,servicio,8,spanish
9764,hijo,4,spanish
9765,ultima,6,spanish
9766,ciento,6,spanish
9767,estoy,5,spanish
9768,hablar,6,spanish
9769,minutos,7,spanish
9770,produccion,10,spanish
9771,camino,6,spanish
9772,seis,4,spanish
9773,fondo,5,spanish
9774,direccion,9,spanish
9775,papel,5,spanish
9776,demas,5,spanish
9777,barcelona,9,spanish
9778,idea,4,spanish
9779,especial,8,spanish
9780,diferentes,10,spanish
9781,dado,4,spanish
9782,base,4,spanish
9783,capital,7,spanish
9784,ambos,5,spanish
9785,europa,6,spanish
9786,libertad,8,spanish
9787,relaciones,10,spanish
9788,espacio,7,spanish
9789,medios,6,spanish
9790,actual,6,spanish
9791,poblacion,9,spanish
9792,empresas,8,spanish
9793,estudio,7,spanish
9794,salud,5,spanish
9795,servicios,9,spanish
9796,haya,4,spanish
9797,principio,9,spanish
9798,siendo,6,spanish
9799,cultura,7,spanish
9800,anterior,8,spanish
9801,alto,4,spanish
9802,media,5,spanish
9803,mediante,8,spanish
9804,primeros,8,spanish
9805,arte,4,spanish
9806,sector,6,spanish
9807,imagen,6,spanish
9808,medida,6,spanish
9809,deben,5,spanish
9810,datos,5,spanish
9811,consejo,7,spanish
9812,personal,8,spanish
9813,interes,7,spanish
9814,julio,5,spanish
9815,grupos,6,spanish
9816,miembros,8,spanish
9817,ninguna,7,spanish
9818,existe,6,spanish
9819,cara,4,spanish
9820,edad,4,spanish
9821,movimiento,10,spanish
9822,visto,5,spanish
9823,llego,5,spanish
9824,puntos,6,spanish
9825,actividad,9,spanish
9826,bueno,5,spanish
9827,nino,4,spanish
9828,dificil,7,spanish
9829,joven,5,spanish
9830,futuro,6,spanish
9831,aquellos,8,spanish
9832,pronto,6,spanish
9833,nuevos,6,spanish
9834,nuestros,8,spanish
9835,estaban,7,spanish
9836,posibilidad,11,spanish
9837,sigue,5,spanish
9838,cerca,5,spanish
9839,resultados,10,spanish
9840,educacion,9,spanish
9841,atencion,8,spanish
9842,gonzalez,8,spanish
9843,capacidad,9,spanish
9844,efecto,6,spanish
9845,necesario,9,spanish
9846,valor,5,spanish
9847,aire,4,spanish
9848,investigacion,13,spanish
9849,siguiente,9,spanish
9850,figura,6,spanish
9851,central,7,spanish
9852,comunidad,9,spanish
9853,necesidad,9,spanish
9854,serie,5,spanish
9855,organizacion,12,spanish
9856,nuevas,6,spanish
9857,calidad,7,spanish
9858,economia,8,spanish
9859,caracter,8,spanish
9860,jefe,4,spanish
9861,estamos,7,spanish
9862,prensa,6,spanish
9863,control,7,spanish
9864,sociales,8,spanish
9865,universidad,11,spanish
9866,militar,7,spanish
9867,cabo,4,spanish
9868,diez,4,spanish
9869,fuerzas,7,spanish
9870,congreso,8,spanish
9871,hijos,5,spanish
9872,justicia,8,spanish
9873,mundial,7,spanish
9874,dolares,7,spanish
9875,juego,5,spanish
9876,economica,9,spanish
9877,politicos,9,spanish
9878,duda,4,spanish
9879,recursos,8,spanish
9880,publica,7,spanish
9881,crisis,6,spanish
9882,proximo,7,spanish
9883,tenemos,7,spanish
9884,decision,8,spanish
9885,varias,6,spanish
9886,popular,7,spanish
9887,tenido,6,spanish
9888,apenas,6,spanish
9889,epoca,5,spanish
9890,banco,5,spanish
9891,presente,8,spanish
9892,menor,5,spanish
9893,quiero,6,spanish
9894,pasar,5,spanish
9895,resultado,9,spanish
9896,television,10,spanish
9897,encuentra,9,spanish
9898,gracias,7,spanish
9899,ministerio,10,spanish
9900,conjunto,8,spanish
9901,defensa,7,spanish
9902,alguien,7,spanish
9903,queda,5,spanish
9904,hacen,5,spanish
9905,pasa,4,spanish
9906,resto,5,spanish
9907,causa,5,spanish
9908,seguir,6,spanish
9909,alla,4,spanish
9910,palabra,7,spanish
9911,cuya,4,spanish
9912,vamos,5,spanish
9913,estudios,8,spanish
9914,derechos,8,spanish
9915,importancia,11,spanish
9916,cuales,6,spanish
9917,contrario,9,spanish
9918,manuel,6,spanish
9919,garcia,6,spanish
9920,fuerte,6,spanish
9921,jovenes,7,spanish
9922,apoyo,5,spanish
9923,habria,6,spanish
9924,civil,5,spanish
9925,miguel,6,spanish
9926,pedro,5,spanish
9927,partidos,8,spanish
9928,libre,5,spanish
9929,fuentes,7,spanish
9930,administracion,14,spanish
9931,comun,5,spanish
9932,dejar,5,spanish
9933,cine,4,spanish
9934,salir,5,spanish
9935,comunicacion,12,spanish
9936,experiencia,11,spanish
9937,demasiado,9,spanish
9938,plan,4,spanish
9939,respuesta,9,spanish
9940,energia,7,spanish
9941,izquierda,9,spanish
9942,funcion,7,spanish
9943,principal,9,spanish
9944,superior,8,spanish
9945,naturaleza,10,spanish
9946,podemos,7,spanish
9947,union,5,spanish
9948,especialmente,13,spanish
9949,domingo,7,spanish
9950,favor,5,spanish
9951,cantidad,8,spanish
9952,elecciones,10,spanish
9953,clase,5,spanish
9954,productos,9,spanish
9955,espanoles,9,spanish
9956,conocer,7,spanish
9957,teatro,6,spanish
9958,importantes,11,spanish
9959,evitar,6,spanish
9960,color,5,spanish
9961,actividades,11,spanish
9962,mesa,4,spanish
9963,decia,5,spanish
9964,cuyo,4,spanish
9965,debido,6,spanish
9966,alta,4,spanish
9967,francisco,9,spanish
9968,secretario,10,spanish
9969,objeto,6,spanish
9970,quiza,5,spanish
9971,posicion,8,spanish
9972,parecia,7,spanish
9973,natural,7,spanish
9974,elementos,9,spanish
9975,hubo,4,spanish
9976,objetivo,8,spanish
9977,formas,6,spanish
9978,unica,5,spanish
9979,pueda,5,spanish
9980,origen,6,spanish
9981,blanco,6,spanish
9982,mismos,6,spanish
9983,lleva,5,spanish
9984,economico,9,spanish
9985,opinion,7,spanish
9986,ayuda,5,spanish
9987,oficial,7,spanish
9988,silencio,8,spanish
9989,buenos,6,spanish
9990,pensar,6,spanish
9991,republica,9,spanish
9992,sangre,6,spanish
9993,encuentro,9,spanish
9994,siquiera,8,spanish
9995,autor,5,spanish
9996,reunion,7,spanish
9997,haciendo,8,spanish
9998,suelo,5,spanish
9999,muestra,7,spanish
10000,viejo,5,spanish
10001,encima,6,spanish
10002,resulta,7,spanish
10003,tomar,5,spanish
10004,bastante,8,spanish
10005,siete,5,spanish
10006,lucha,5,spanish
10007,pudo,4,spanish
10008,amigos,6,spanish
10009,linea,5,spanish
10010,pocos,5,spanish
10011,medidas,7,spanish
10012,norte,5,spanish
10013,partes,6,spanish
10014,iglesia,7,spanish
10015,tratamiento,11,spanish
10016,existencia,10,spanish
10017,cargo,5,spanish
10018,grande,6,spanish
10019,america,7,spanish
10020,boca,4,spanish
10021,plaza,5,spanish
10022,trabajadores,12,spanish
10023,poner,5,spanish
10024,existen,7,spanish
10025,viene,5,spanish
10026,permite,7,spanish
10027,analisis,8,spanish
10028,argentina,9,spanish
10029,acto,4,spanish
10030,hechos,6,spanish
10031,tiempos,7,spanish
10032,politicas,9,spanish
10033,radio,5,spanish
10034,puedo,5,spanish
10035,crecimiento,11,spanish
10036,francia,7,spanish
10037,compania,8,spanish
10038,amigo,5,spanish
10039,autoridades,11,spanish
10040,realizar,8,spanish
10041,acciones,8,spanish
10042,padres,6,spanish
10043,diario,6,spanish
10044,derecha,7,spanish
10045,ambiente,8,spanish
10046,habra,5,spanish
10047,precisamente,12,spanish
10048,enfermedad,10,spanish
10049,especie,7,spanish
10050,ejercito,8,spanish
10051,santa,5,spanish
10052,cambios,7,spanish
10053,sabia,5,spanish
10054,seguro,6,spanish
10055,espera,6,spanish
10056,momentos,8,spanish
10057,viaje,5,spanish
10058,queria,6,spanish
10059,ocho,4,spanish
10060,vivir,5,spanish
10061,region,6,spanish
10062,formacion,9,spanish
10063,escuela,7,spanish
10064,cuarto,6,spanish
10065,valores,7,spanish
10066,quedo,5,spanish
10067,participacion,13,spanish
10068,exito,5,spanish
10069,baja,4,spanish
10070,articulo,8,spanish
10071,principales,11,spanish
10072,fernando,8,spanish
10073,metros,6,spanish
10074,marcha,6,spanish
10075,regimen,7,spanish
10076,consecuencia,12,spanish
10077,conocimiento,12,spanish
10078,corazon,7,spanish
10079,campana,7,spanish
10080,estructura,10,spanish
10081,efectos,7,spanish
10082,finalmente,10,spanish
10083,modelo,6,spanish
10084,carta,5,spanish
10085,construccion,12,spanish
10086,medico,6,spanish
10087,miedo,5,spanish
10088,mayores,7,spanish
10089,entrada,7,spanish
10090,humanos,7,spanish
10091,sean,4,spanish
10092,actitud,7,spanish
10093,deja,4,spanish
10094,dejo,4,spanish
10095,llevar,6,spanish
10096,negro,5,spanish
10097,texto,5,spanish
10098,mitad,5,spanish
10099,estuvo,6,spanish
10100,alrededor,9,spanish
10101,acerca,6,spanish
10102,peso,4,spanish
10103,humano,6,spanish
10104,pequeno,7,spanish
10105,fecha,5,spanish
10106,seran,5,spanish
10107,doctor,6,spanish
10108,ideas,5,spanish
10109,vino,4,spanish
10110,materia,7,spanish
10111,llega,5,spanish
10112,carrera,7,spanish
10113,cierta,6,spanish
10114,sola,4,spanish
10115,psoe,4,spanish
10116,lejos,5,spanish
10117,juez,4,spanish
10118,caracteristicas,15,spanish
10119,riesgo,6,spanish
10120,facil,5,spanish
10121,diferencia,10,spanish
10122,cultural,8,spanish
10123,libros,6,spanish
10124,practica,8,spanish
10125,mayo,4,spanish
10126,nuestras,8,spanish
10127,programas,9,spanish
10128,memoria,7,spanish
10129,llegado,7,spanish
10130,plazo,5,spanish
10131,expresion,9,spanish
10132,diciembre,9,spanish
10133,mantener,8,spanish
10134,enero,5,spanish
10135,volver,6,spanish
10136,cuadro,6,spanish
10137,producto,8,spanish
10138,produce,7,spanish
10139,europea,7,spanish
10140,conciencia,10,spanish
10141,tenian,6,spanish
10142,atras,5,spanish
10143,felipe,6,spanish
10144,creacion,8,spanish
10145,chile,5,spanish
10146,precio,6,spanish
10147,pelicula,8,spanish
10148,puerto,6,spanish
10149,fuego,5,spanish
10150,cuestion,8,spanish
10151,costa,5,spanish
10152,supuesto,8,spanish
10153,local,5,spanish
10154,habla,5,spanish
10155,aspectos,8,spanish
10156,cuba,4,spanish
10157,sala,4,spanish
10158,camara,6,spanish
10159,vuelta,6,spanish
10160,mirada,6,spanish
10161,mejores,7,spanish
10162,informe,7,spanish
10163,unidad,6,spanish
10164,distintos,9,spanish
10165,suerte,6,spanish
10166,tales,5,spanish
10167,mira,4,spanish
10168,llamado,7,spanish
10169,tecnica,7,spanish
10170,titulo,6,spanish
10171,principios,10,spanish
10172,octubre,7,spanish
10173,volvio,6,spanish
10174,periodo,7,spanish
10175,encontrar,9,spanish
10176,democracia,10,spanish
10177,aumento,7,spanish
10178,futbol,6,spanish
10179,prueba,6,spanish
10180,consumo,7,spanish
10181,pese,4,spanish
10182,ocasiones,9,spanish
10183,exterior,8,spanish
10184,solucion,8,spanish
10185,hija,4,spanish
10186,sueno,5,spanish
10187,paris,5,spanish
10188,capaz,5,spanish
10189,ocasion,7,spanish
10190,industria,9,spanish
10191,adelante,8,spanish
10192,salida,6,spanish
10193,ciencia,7,spanish
10194,asunto,6,spanish
10195,asociacion,10,spanish
10196,puso,4,spanish
10197,intereses,9,spanish
10198,podra,5,spanish
10199,pregunta,8,spanish
10200,oposicion,9,spanish
10201,entrar,6,spanish
10202,senora,6,spanish
10203,senalo,6,spanish
10204,santiago,8,spanish
10205,dolor,5,spanish
10206,zonas,5,spanish
10207,comercio,8,spanish
10208,operacion,9,spanish
10209,tribunal,8,spanish
10210,instituciones,13,spanish
10211,temas,5,spanish
10212,militares,9,spanish
10213,junio,5,spanish
10214,marco,5,spanish
10215,sectores,8,spanish
10216,hacerlo,7,spanish
10217,aspecto,7,spanish
10218,razones,7,spanish
10219,contenido,9,spanish
10220,juicio,6,spanish
10221,electoral,9,spanish
10222,considera,9,spanish
10223,tendra,6,spanish
10224,mucha,5,spanish
10225,voluntad,8,spanish
10226,dicen,5,spanish
10227,recuerdo,8,spanish
10228,socialista,10,spanish
10229,area,4,spanish
10230,aparece,7,spanish
10231,cama,4,spanish
10232,presenta,8,spanish
10233,revolucion,10,spanish
10234,busca,5,spanish
10235,abril,5,spanish
10236,rodriguez,9,spanish
10237,fiscal,6,spanish
10238,lopez,5,spanish
10239,victoria,8,spanish
10240,violencia,9,spanish
10241,primeras,8,spanish
10242,pequena,7,spanish
10243,armas,5,spanish
10244,debia,5,spanish
10245,esfuerzo,8,spanish
10246,humana,6,spanish
10247,posibilidades,13,spanish
10248,centros,7,spanish
10249,profesional,11,spanish
10250,asimismo,8,spanish
10251,grado,5,spanish
10252,toma,4,spanish
10253,distintas,9,spanish
10254,material,8,spanish
10255,carne,5,spanish
10256,llama,5,spanish
10257,particular,10,spanish
10258,jorge,5,spanish
10259,trabajar,8,spanish
10260,propuesta,9,spanish
10261,muerto,6,spanish
10262,precios,7,spanish
10263,reforma,7,spanish
10264,hermano,7,spanish
10265,corte,5,spanish
10266,comenzo,7,spanish
10267,etapa,5,spanish
10268,obstante,8,spanish
10269,pone,4,spanish
10270,diversos,8,spanish
10271,visita,6,spanish
10272,concepto,8,spanish
10273,pacientes,9,spanish
10274,semanas,7,spanish
10275,tipos,5,spanish
10276,solamente,9,spanish
10277,deseo,5,spanish
10278,sistemas,8,spanish
10279,encuentran,10,spanish
10280,siguientes,10,spanish
10281,martin,6,spanish
10282,suficiente,10,spanish
10283,marzo,5,spanish
10284,propios,7,spanish
10285,jamas,5,spanish
10286,club,4,spanish
10287,instituto,9,spanish
10288,constitucion,12,spanish
10289,curso,5,spanish
10290,lenguaje,8,spanish
10291,estilo,6,spanish
10292,rosa,4,spanish
10293,imposible,9,spanish
10294,pablo,5,spanish
10295,buscar,6,spanish
10296,peor,4,spanish
10297,piel,4,spanish
10298,arriba,6,spanish
10299,generales,9,spanish
10300,septiembre,10,spanish
10301,blanca,6,spanish
10302,aquellas,8,spanish
10303,teoria,6,spanish
10304,animales,8,spanish
10305,hicieron,8,spanish
10306,larga,5,spanish
10307,perdido,7,spanish
10308,imagenes,8,spanish
10309,paciente,8,spanish
10310,conseguir,9,spanish
10311,maximo,6,spanish
10312,noviembre,9,spanish
10313,lider,5,spanish
10314,hospital,8,spanish
10315,diversas,8,spanish
10316,rafael,6,spanish
10317,vuelve,6,spanish
10318,destino,7,spanish
10319,torno,5,spanish
10320,proyectos,9,spanish
10321,flores,6,spanish
10322,niveles,7,spanish
10323,afirmo,6,spanish
10324,explico,7,spanish
10325,somos,5,spanish
10326,terminos,8,spanish
10327,premio,6,spanish
10328,tercera,7,spanish
10329,simple,6,spanish
10330,trabajos,8,spanish
10331,factores,8,spanish
10332,fuente,6,spanish
10333,cielo,5,spanish
10334,ambas,5,spanish
10335,mismas,6,spanish
10336,fernandez,9,spanish
10337,actualmente,11,spanish
10338,conocido,8,spanish
10339,condicion,9,spanish
10340,ejercicio,9,spanish
10341,cree,4,spanish
10342,ocurre,6,spanish
10343,espiritu,8,spanish
10344,lengua,6,spanish
10345,responsabilidad,15,spanish
10346,digo,4,spanish
10347,perez,5,spanish
10348,distancia,9,spanish
10349,organismo,9,spanish
10350,cruz,4,spanish
10351,evolucion,9,spanish
10352,realmente,9,spanish
10353,alberto,7,spanish
10354,frances,7,spanish
10355,novela,6,spanish
10356,alma,4,spanish
10357,doble,5,spanish
10358,anteriores,10,spanish
10359,obtener,7,spanish
10360,dije,4,spanish
10361,seleccion,9,spanish
10362,podido,6,spanish
10363,nacion,6,spanish
10364,crear,5,spanish
10365,motivo,6,spanish
10366,tercer,6,spanish
10367,detras,6,spanish
10368,significa,9,spanish
10369,empleo,6,spanish
10370,escrito,7,spanish
10371,departamento,12,spanish
10372,contacto,8,spanish
10373,casas,5,spanish
10374,rostro,6,spanish
10375,oportunidad,11,spanish
10376,procesos,8,spanish
10377,terreno,7,spanish
10378,daba,4,spanish
10379,calles,6,spanish
10380,lista,5,spanish
10381,nacionales,10,spanish
10382,funciones,9,spanish
10383,leyes,5,spanish
10384,acceso,6,spanish
10385,tecnico,7,spanish
10386,vision,6,spanish
10387,pregunto,8,spanish
10388,jesus,5,spanish
10389,grave,5,spanish
10390,tenga,5,spanish
10391,lunes,5,spanish
10392,aplicacion,10,spanish
10393,junta,5,spanish
10394,lugares,7,spanish
10395,verano,6,spanish
10396,capitulo,8,spanish
10397,pensamiento,11,spanish
10398,york,4,spanish
10399,frecuencia,10,spanish
10400,gestion,7,spanish
10401,viernes,7,spanish
10402,javier,6,spanish
10403,sitio,5,spanish
10404,agosto,6,spanish
10405,propiedad,9,spanish
10406,profesionales,13,spanish
10407,ultimas,7,spanish
10408,gusta,5,spanish
10409,objetivos,9,spanish
10410,movimientos,11,spanish
10411,alcalde,7,spanish
10412,ejecutivo,9,spanish
10413,ciudadanos,10,spanish
10414,necesidades,11,spanish
10415,exposicion,10,spanish
10416,termino,7,spanish
10417,veinte,6,spanish
10418,clara,5,spanish
10419,altura,6,spanish
10420,pequenos,8,spanish
10421,presion,7,spanish
10422,moral,5,spanish
10423,lograr,6,spanish
10424,comite,6,spanish
10425,telefono,8,spanish
10426,asuntos,7,spanish
10427,peligro,7,spanish
10428,escena,6,spanish
10429,gusto,5,spanish
10430,palacio,7,spanish
10431,hotel,5,spanish
10432,colombia,8,spanish
10433,aseguro,7,spanish
10434,isla,4,spanish
10435,guardia,7,spanish
10436,confianza,9,spanish
10437,ciudades,8,spanish
10438,esperar,7,spanish
10439,cafe,4,spanish
10440,demanda,7,spanish
10441,personajes,10,spanish
10442,directamente,12,spanish
10443,salio,5,spanish
10444,discurso,8,spanish
10445,sanchez,7,spanish
10446,representantes,14,spanish
10447,normal,6,spanish
10448,pena,4,spanish
10449,jugadores,9,spanish
10450,supone,6,spanish
10451,industrial,10,spanish
10452,referencia,10,spanish
10453,febrero,7,spanish
10454,entender,8,spanish
10455,fisica,6,spanish
10456,dejado,6,spanish
10457,alimentos,9,spanish
10458,pies,4,spanish
10459,dona,4,spanish
10460,proteccion,10,spanish
10461,autores,7,spanish
10462,marido,6,spanish
10463,podrian,7,spanish
10464,llamada,7,spanish
10465,brazos,6,spanish
10466,intervencion,12,spanish
10467,paginas,7,spanish
10468,nueve,5,spanish
10469,pueblos,7,spanish
10470,temporada,9,spanish
10471,abajo,5,spanish
10472,aquello,7,spanish
10473,maestro,7,spanish
10474,internacionales,15,spanish
10475,tecnicas,8,spanish
